Age,Gender,Annual Income,Monthly Income,Employment Type,Job Experience,Loan Amount,Loan Term,Credit Score,Existing Loans,Debt To Income Ratio,Number of Dependents,Education,Home Ownership,Marital Status,Loan Purpose,Previous Defaults,Savings Balance,Current Balance,EMI,Loan Default
28,Male,132237.08,11019.76,Self-Employed,7,91952.18,24,589,0,0.3967,1,Bachelor,Mortgage,Married,Personal,0,58692.5,37578.21,4371.57,0
64,Female,227383.03,18948.59,Salaried,14,742994.63,60,698,0,0.814,0,Master,Rent,Married,Home,0,3277.35,4056.49,15423.35,0
53,Female,148879.96,12406.66,Self-Employed,22,131114.63,36,674,2,0.3904,1,Bachelor,Mortgage,Married,Education,0,5700.7,2987.41,4169.41,0
62,Male,118651.09,9887.59,Salaried,24,29630.89,48,813,0,0.0704,3,Bachelor,Rent,Married,Auto,0,53457.62,12759.76,695.88,0
55,Female,41402.21,3450.18,Self-Employed,3,45870.89,12,749,1,1.1957,2,High School,Rent,Divorced,Business,0,13890.82,2991.67,4011.48,0
26,Male,109429.4,9119.12,Self-Employed,3,21148.18,36,575,2,0.1654,0,Master,Rent,Single,Education,0,44277.39,18802.69,764.56,0
59,Male,95560.63,7963.39,Salaried,15,47118.39,12,661,0,0.5285,3,Bachelor,Own,Single,Personal,0,8845.82,6602.14,4208.49,0
43,Male,6208.37,517.36,Unemployed,0,2095.38,24,568,0,0.2022,0,Master,Mortgage,Married,Education,0,4961.42,2930.08,104.61,0
45,Female,208176.82,17348.07,Salaried,14,37424.32,12,658,0,0.1927,2,Master,Mortgage,Single,Education,0,0.0,911.19,3342.64,0
63,Female,186621.62,15551.8,Self-Employed,39,48592.06,36,761,1,0.1183,0,Bachelor,Mortgage,Married,Auto,0,85468.53,42064.59,1478.26,0
39,Female,109524.37,9127.03,Salaried,7,34420.23,48,784,3,0.1414,2,Bachelor,Rent,Divorced,Education,1,55389.15,15500.6,808.36,0
25,Female,31865.77,2655.48,Self-Employed,2,7546.34,48,562,0,0.0835,0,High School,Rent,Married,Personal,0,16073.21,9311.57,221.67,0
31,Female,73203.38,6100.28,Salaried,4,21520.83,36,690,0,0.1122,1,High School,Rent,Divorced,Auto,0,18819.83,11069.76,684.36,0
32,Male,94358.81,7863.23,Self-Employed,7,33456.68,48,629,0,0.1141,1,Bachelor,Rent,Married,Education,1,14692.34,4617.18,897.56,0
30,Female,64570.69,5380.89,Salaried,0,29570.05,24,552,0,0.2744,0,Bachelor,Mortgage,Married,Auto,0,21008.72,11968.54,1476.26,0
28,Male,8109.89,675.82,Unemployed,0,20846.19,24,538,0,1.5,3,Bachelor,Mortgage,Married,Home,0,8814.27,6064.14,1040.73,1
44,Female,65014.47,5417.87,Salaried,2,8792.81,60,685,0,0.0337,0,Master,Rent,Single,Education,0,16956.39,10343.59,182.52,0
48,Female,56667.92,4722.33,Salaried,6,132819.46,24,631,1,1.3956,3,High School,Rent,Single,Home,0,13971.41,4666.28,6314.48,1
61,Female,141585.02,11798.75,Salaried,11,73455.09,60,688,0,0.1292,0,Bachelor,Rent,Married,Education,0,30264.34,17422.13,1524.81,0
56,Female,57154.8,4762.9,Self-Employed,0,35081.06,48,724,0,0.1833,2,Bachelor,Mortgage,Divorced,Personal,0,27315.97,6803.65,872.99,0
57,Male,258779.59,21564.97,Salaried,36,894761.36,48,720,0,1.0325,2,Bachelor,Mortgage,Married,Home,0,101739.2,42149.77,22266.17,0
41,Female,165546.54,13795.54,Salaried,5,70088.59,48,741,0,0.1264,0,PhD,Mortgage,Single,Education,0,69402.24,18191.91,1744.16,0
28,Male,93670.53,7805.88,Self-Employed,5,202690.33,24,573,0,1.2963,0,Bachelor,Mortgage,Single,Home,0,5229.04,3412.06,10119.13,1
29,Female,67467.83,5622.32,Self-Employed,0,105198.81,48,561,1,0.5806,1,Bachelor,Rent,Divorced,Home,0,3168.45,2623.31,3090.22,0
67,Female,175121.92,14593.49,Salaried,22,638499.52,24,758,1,1.5,2,Bachelor,Mortgage,Married,Home,0,24213.38,12831.76,28298.69,0
35,Female,70254.87,5854.57,Salaried,8,241694.36,24,725,1,1.5,4,High School,Mortgage,Divorced,Home,0,12850.52,6945.48,11041.74,0
68,Female,190591.71,15882.64,Salaried,24,168706.66,48,601,2,0.3069,0,Bachelor,Rent,Married,Personal,0,67049.97,42731.03,4525.98,0
66,Male,5316.79,443.07,Unemployed,0,2000.0,24,605,0,0.1902,0,Bachelor,Mortgage,Married,Auto,0,7102.57,2676.05,95.08,0
60,Male,129817.56,10818.13,Self-Employed,2,248009.36,48,763,0,0.5384,2,Master,Own,Married,Home,0,68411.47,34666.95,5824.51,0
38,Female,161665.58,13472.13,Self-Employed,3,100821.37,12,654,1,0.698,1,Master,Rent,Single,Education,0,25635.14,5720.21,9005.09,0
62,Male,126346.85,10528.9,Self-Employed,29,153668.87,24,620,1,0.7272,3,Bachelor,Own,Married,Business,0,18077.46,7423.17,7305.7,0
40,Male,111075.13,9256.26,Salaried,0,34251.3,60,594,0,0.0842,0,Bachelor,Rent,Married,Auto,0,33201.3,10113.35,779.32,0
26,Female,52810.58,4400.88,Salaried,4,38070.35,36,699,1,0.321,1,High School,Mortgage,Married,Personal,0,24979.94,8519.68,1210.63,0
32,Female,30157.81,2513.15,Salaried,3,10125.82,36,696,0,0.1281,2,High School,Rent,Married,Personal,0,14291.4,6877.19,322.0,0
22,Female,66900.69,5575.06,Salaried,1,7771.34,36,768,3,0.1539,0,Bachelor,Rent,Single,Personal,0,21509.6,3934.23,236.42,0
27,Male,3496.42,291.37,Unemployed,0,10232.38,36,493,0,0.7399,2,Bachelor,Own,Married,Home,1,4793.29,4125.76,369.93,1
36,Female,46648.55,3887.38,Salaried,4,14207.29,12,627,1,0.4105,0,High School,Rent,Single,Auto,0,13528.78,9971.28,1268.96,0
23,Male,2959.7,246.64,Unemployed,0,11771.39,48,627,0,0.6316,1,Bachelor,Rent,Single,Home,0,4043.4,2583.22,315.8,1
65,Female,3782.04,315.17,Unemployed,0,2694.61,48,594,0,0.1446,2,Bachelor,Mortgage,Married,Business,0,4606.26,5357.07,72.29,0
23,Male,33841.74,2820.14,Self-Employed,2,16931.78,36,522,2,0.3441,0,High School,Own,Single,Education,1,12091.79,3402.03,612.12,0
47,Female,73369.3,6114.11,Salaried,20,269609.6,48,697,4,1.2035,0,Bachelor,Rent,Married,Home,0,32582.72,19869.62,6709.25,0
63,Male,49363.56,4113.63,Salaried,6,42649.35,48,669,0,0.2781,4,High School,Rent,Single,Personal,0,9143.62,6821.81,1144.18,0
60,Male,108072.0,9006.0,Salaried,0,229035.43,36,771,0,0.7737,3,Bachelor,Mortgage,Single,Home,0,50158.25,28927.19,6967.7,0
58,Female,336259.24,28021.6,Salaried,33,132597.84,12,683,1,0.42,3,Master,Mortgage,Single,Education,0,131622.56,41593.55,11595.88,0
53,Female,189877.16,15823.1,Salaried,22,147920.31,12,735,0,0.8175,4,Bachelor,Rent,Single,Auto,0,56204.68,29215.67,12935.85,0
48,Male,55311.18,4609.27,Salaried,2,98755.92,12,748,0,1.5,0,Master,Rent,Married,Home,0,9132.65,6158.28,8636.35,0
21,Female,26406.17,2200.51,Self-Employed,0,5874.67,36,643,0,0.09,0,High School,Rent,Married,Personal,0,15409.82,6628.81,197.94,0
28,Male,2103.57,175.3,Unemployed,0,2000.0,24,760,0,0.1773,0,Bachelor,Rent,Divorced,Business,0,2558.12,2148.75,88.64,0
57,Female,5666.4,472.2,Unemployed,0,2000.0,24,638,0,0.1902,3,Bachelor,Rent,Single,Education,0,5428.29,5070.2,95.08,0
52,Female,186512.5,15542.71,Salaried,17,67096.42,48,807,0,0.1014,2,Bachelor,Own,Married,Personal,0,71205.59,21204.14,1575.76,0
68,Male,10968.38,914.03,Unemployed,0,15511.67,36,583,3,1.5,1,Master,Mortgage,Married,Business,0,6522.5,6053.53,522.65,1
63,Female,150857.55,12571.46,Self-Employed,42,78478.15,60,693,2,0.1584,3,Bachelor,Own,Single,Auto,0,0.0,1629.48,1629.08,0
57,Male,98301.05,8191.75,Self-Employed,11,47613.65,60,751,1,0.1392,1,Bachelor,Rent,Married,Education,0,45098.63,8705.82,920.51,0
24,Male,68870.27,5739.19,Salaried,1,32130.12,36,658,0,0.1886,0,High School,Rent,Married,Auto,0,36064.9,10386.26,1082.59,0
50,Female,124599.77,10383.31,Self-Employed,8,18635.77,36,696,1,0.0724,0,Bachelor,Rent,Married,Auto,0,35063.72,15730.56,592.61,0
26,Female,53139.92,4428.33,Self-Employed,3,126828.3,60,713,0,0.5945,0,Bachelor,Rent,Married,Home,0,25399.43,9247.08,2632.75,0
66,Male,120339.82,10028.32,Salaried,41,57720.79,48,745,0,0.1432,0,Bachelor,Own,Married,Personal,0,39518.61,10929.69,1436.38,0
39,Male,193088.3,16090.69,Salaried,12,737264.59,36,598,1,1.5,0,PhD,Own,Single,Home,0,50256.95,15820.74,24841.36,0
52,Male,57802.73,4816.89,Self-Employed,23,13659.44,36,682,3,0.3056,2,High School,Mortgage,Married,Education,0,2376.39,1143.7,434.37,0
29,Female,10250.19,854.18,Unemployed,0,20904.23,36,622,1,1.0752,0,Bachelor,Rent,Divorced,Home,1,9766.43,4890.01,704.35,1
32,Male,4533.27,377.77,Unemployed,0,2000.0,12,605,0,0.3573,2,Bachelor,Mortgage,Single,Auto,0,5043.41,4865.27,178.63,0
31,Male,88106.21,7342.18,Salaried,7,318789.96,12,642,0,1.5,1,Master,Mortgage,Married,Home,0,22908.85,15756.86,28473.45,1
66,Male,74052.52,6171.04,Salaried,2,41461.11,24,661,0,0.3194,4,Master,Mortgage,Married,Education,0,27626.9,5596.3,1971.14,0
36,Male,57249.31,4770.78,Salaried,10,38080.72,36,639,0,0.2689,2,Bachelor,Mortgage,Married,Education,0,28854.59,12406.14,1283.09,0
21,Male,57091.74,4757.64,Self-Employed,0,41159.03,60,673,0,0.1796,4,High School,Rent,Married,Education,0,12339.06,6705.73,854.39,0
65,Male,65785.11,5482.09,Self-Employed,8,43001.3,24,703,0,0.3583,0,Bachelor,Rent,Single,Education,0,32303.67,7803.64,1964.5,0
41,Male,57200.36,4766.7,Salaried,1,40453.63,48,689,3,0.315,0,Bachelor,Mortgage,Married,Education,0,4086.47,1101.6,1006.69,0
50,Male,9513.06,792.76,Unemployed,0,7060.39,12,635,0,0.7955,1,PhD,Mortgage,Married,Auto,0,8817.64,1956.96,630.61,1
33,Female,51845.76,4320.48,Self-Employed,6,5477.07,48,635,3,0.1098,0,Bachelor,Mortgage,Married,Auto,0,2958.28,2967.33,146.94,0
54,Male,109628.24,9135.69,Salaried,27,12960.99,12,769,2,0.1993,1,Bachelor,Own,Married,Auto,0,16702.29,5458.59,1115.51,0
24,Female,52597.23,4383.1,Salaried,2,20835.6,60,598,0,0.1082,0,Bachelor,Mortgage,Married,Auto,0,14480.61,7961.54,474.07,0
48,Female,49980.05,4165.0,Salaried,8,27876.1,36,743,0,0.2128,1,Bachelor,Rent,Married,Auto,0,19513.86,8572.54,886.45,0
58,Female,236970.01,19747.5,Salaried,32,131118.81,36,788,1,0.2083,3,Master,Rent,Married,Auto,0,112487.11,16923.71,3988.89,0
51,Female,35881.77,2990.15,Salaried,1,108302.05,60,829,0,0.7002,0,High School,Rent,Married,Home,0,12683.39,6139.07,2093.78,0
47,Male,152942.38,12745.2,Self-Employed,20,74418.29,36,698,0,0.1857,4,Bachelor,Rent,Single,Education,0,759.25,2557.91,2366.48,0
25,Male,145258.04,12104.84,Self-Employed,4,218184.55,60,550,1,0.4877,0,PhD,Rent,Single,Business,0,30437.99,12354.58,5540.45,0
45,Male,95766.0,7980.5,Salaried,16,31363.18,36,850,0,0.1196,0,High School,Rent,Divorced,Education,0,13417.5,4621.56,954.13,0
23,Male,115562.02,9630.17,Salaried,1,75069.25,24,765,1,0.3669,1,Bachelor,Rent,Married,Auto,0,33109.62,7767.58,3327.11,0
53,Female,101502.24,8458.52,Salaried,22,54150.7,12,816,0,0.551,2,Bachelor,Rent,Married,Business,0,52214.69,12973.79,4660.56,0
24,Female,87440.79,7286.73,Salaried,0,15977.57,60,638,0,0.0499,2,Bachelor,Rent,Married,Education,0,28197.38,17226.45,363.54,0
45,Female,10336.11,861.34,Unemployed,0,14038.63,24,619,4,1.5,2,High School,Own,Single,Home,1,5139.02,2537.21,667.42,1
40,Male,161769.87,13480.82,Salaried,12,100438.82,12,687,0,0.6516,0,Bachelor,Own,Divorced,Education,0,9979.49,3479.35,8783.52,0
54,Female,151515.14,12626.26,Salaried,20,58513.21,60,689,0,0.0962,0,Bachelor,Mortgage,Married,Education,0,14141.77,7441.76,1214.64,0
46,Male,40373.38,3364.45,Salaried,7,11204.18,36,641,1,0.1641,0,High School,Mortgage,Married,Personal,0,12020.71,10291.81,377.51,0
25,Male,41538.59,3461.55,Self-Employed,0,129521.74,36,693,1,1.2702,0,Bachelor,Mortgage,Single,Home,0,26962.73,12209.67,4118.76,0
55,Male,88750.5,7395.88,Salaried,32,46275.73,60,793,0,0.121,4,High School,Mortgage,Married,Personal,0,25669.35,5323.71,894.64,0
48,Female,214223.6,17851.97,Salaried,25,42658.55,24,773,0,0.1059,3,Bachelor,Mortgage,Single,Personal,0,48280.58,11083.93,1890.65,0
49,Male,116136.36,9678.03,Self-Employed,3,391853.91,36,631,0,1.3642,0,Master,Rent,Married,Home,0,29800.05,18437.24,13203.11,1
29,Female,56123.89,4676.99,Salaried,1,37466.14,24,632,1,0.4487,2,High School,Own,Married,Personal,0,25743.9,15650.47,1781.21,0
58,Female,124387.48,10365.62,Salaried,31,50242.56,24,763,0,0.2148,1,High School,Rent,Single,Education,0,44060.96,23738.97,2226.78,0
26,Female,99865.83,8322.15,Self-Employed,5,63872.42,36,696,0,0.2441,0,Master,Rent,Married,Education,0,52632.24,20936.18,2031.13,0
39,Male,51119.32,4259.94,Self-Employed,0,22374.13,24,679,0,0.2399,0,Bachelor,Mortgage,Married,Personal,0,17398.46,7005.08,1022.16,0
64,Female,171600.52,14300.04,Self-Employed,34,378187.63,36,666,1,0.9109,1,High School,Own,Married,Home,0,5438.7,4364.91,12742.64,0
31,Female,128049.28,10670.77,Salaried,9,322331.31,12,746,2,1.5,2,Bachelor,Rent,Married,Home,0,0.0,2155.61,28188.35,0
22,Male,52574.61,4381.22,Salaried,1,118603.63,36,742,1,0.9246,0,High School,Mortgage,Single,Home,0,10814.37,6251.48,3771.56,0
67,Male,101697.8,8474.82,Salaried,33,36840.26,48,774,2,0.154,3,High School,Mortgage,Single,Auto,0,0.0,2092.65,865.19,0
64,Male,102208.32,8517.36,Self-Employed,1,12880.98,24,660,1,0.1114,1,Master,Own,Divorced,Auto,0,23317.18,7494.01,612.39,0
64,Male,59236.84,4936.4,Salaried,12,186603.22,12,680,0,1.5,0,Bachelor,Mortgage,Married,Home,0,4018.53,3283.64,16318.73,0
29,Female,65031.94,5419.33,Salaried,4,32072.87,12,755,0,0.5094,0,Bachelor,Rent,Married,Auto,0,15809.67,7096.34,2760.4,0
41,Female,49546.6,4128.88,Salaried,8,98624.34,36,669,2,0.8561,2,High School,Mortgage,Single,Home,0,13190.34,9774.26,3323.04,0
44,Male,88862.65,7405.22,Self-Employed,22,34011.91,60,646,1,0.1436,1,High School,Rent,Single,Personal,1,10816.42,6984.92,773.88,0
54,Female,138418.61,11534.88,Salaried,22,17356.28,36,735,1,0.0814,2,Master,Rent,Married,Education,0,45539.89,7859.43,551.93,0
42,Female,35643.77,2970.31,Salaried,1,111099.12,12,666,3,1.5,0,High School,Mortgage,Married,Home,0,11586.43,6026.71,9923.07,0
23,Male,98711.17,8225.93,Salaried,1,46923.73,60,719,0,0.1184,0,Bachelor,Mortgage,Single,Auto,0,49298.4,30271.15,974.06,0
32,Female,10935.05,911.25,Unemployed,0,32248.53,48,593,2,1.3572,0,High School,Rent,Married,Home,0,2826.29,2932.04,865.15,1
48,Female,5671.4,472.62,Student,0,4006.25,36,638,0,0.27,0,Bachelor,Rent,Single,Auto,0,7764.79,5028.15,134.99,0
50,Female,41159.92,3429.99,Salaried,4,54226.7,48,710,1,0.4524,2,High School,Mortgage,Divorced,Business,0,21167.29,13880.37,1349.43,0
46,Male,145200.3,12100.02,Salaried,13,89416.5,24,648,2,0.4024,0,Bachelor,Mortgage,Married,Auto,0,32367.15,10899.95,4251.02,0
68,Female,247376.94,20614.74,Salaried,22,565812.23,12,696,0,1.5,0,Master,Rent,Married,Home,0,124508.33,33000.03,49481.12,0
41,Male,81012.97,6751.08,Salaried,2,81647.97,24,664,0,0.575,0,Bachelor,Rent,Married,Business,0,6374.3,3257.3,3881.69,0
48,Female,90811.09,7567.59,Salaried,13,183579.96,24,761,0,1.0752,1,High School,Mortgage,Divorced,Business,0,14042.65,7745.4,8136.38,0
46,Male,43320.02,3610.0,Salaried,0,159928.91,24,735,1,1.5,2,Bachelor,Mortgage,Divorced,Home,0,3652.14,2928.34,7306.31,1
53,Female,105263.24,8771.94,Self-Employed,14,155404.83,36,603,0,0.5969,2,High School,Own,Single,Home,0,8205.14,4369.07,5236.2,0
41,Male,179918.38,14993.2,Salaried,20,590606.3,36,675,1,1.267,2,Bachelor,Rent,Divorced,Home,0,57953.18,31180.88,18781.12,0
55,Male,114566.6,9547.22,Self-Employed,7,109621.2,12,619,1,1.0632,1,Bachelor,Mortgage,Divorced,Personal,0,30353.57,5990.05,9791.07,0
54,Female,87812.27,7317.69,Self-Employed,6,33763.83,24,638,0,0.2194,0,High School,Mortgage,Single,Education,0,4906.24,2401.78,1605.19,0
61,Male,106788.68,8899.06,Salaried,40,18537.62,12,696,0,0.1822,2,Bachelor,Mortgage,Married,Personal,0,26720.99,6802.27,1621.14,0
67,Female,127187.65,10598.97,Salaried,33,327561.83,36,752,1,0.9557,0,Bachelor,Own,Married,Home,1,57117.58,27145.74,9965.07,0
38,Female,5625.45,468.79,Unemployed,0,5149.38,48,617,0,0.2763,2,Master,Rent,Married,Business,0,3824.32,4215.11,138.14,0
31,Female,65200.3,5433.36,Self-Employed,8,120903.55,36,566,1,0.8659,2,Bachelor,Rent,Single,Home,0,132.63,2079.03,4370.95,0
43,Male,89408.28,7450.69,Salaried,9,323965.93,48,618,1,1.2039,2,High School,Own,Married,Home,0,0.0,1643.97,8691.19,1
68,Female,230066.36,19172.2,Salaried,36,114193.6,36,704,0,0.1894,0,Bachelor,Rent,Single,Auto,0,44317.51,8877.57,3631.33,0
42,Female,9732.52,811.04,Unemployed,0,4299.61,24,622,0,0.252,4,Bachelor,Mortgage,Married,Education,1,7124.59,5929.17,204.41,1
37,Female,94955.22,7912.94,Salaried,15,68933.14,36,685,0,0.277,2,Bachelor,Mortgage,Divorced,Auto,0,44995.03,17280.81,2192.06,0
25,Male,109853.71,9154.48,Salaried,4,31222.56,48,551,0,0.1002,2,Bachelor,Rent,Married,Auto,0,54895.41,8523.5,917.16,0
64,Male,3230.57,269.21,Unemployed,0,2000.0,24,668,1,0.4178,0,Bachelor,Rent,Married,Education,0,8061.3,4002.56,95.08,0
31,Female,30340.02,2528.34,Self-Employed,0,70643.82,36,549,2,1.2464,0,High School,Rent,Married,Home,1,12796.63,8185.18,2553.94,1
50,Male,65043.44,5420.29,Self-Employed,5,28095.04,36,707,0,0.1648,0,High School,Mortgage,Single,Personal,0,0.0,1700.54,893.41,0
35,Male,55964.2,4663.68,Salaried,9,223887.32,60,728,0,0.9965,0,Bachelor,Rent,Married,Home,0,7460.17,6234.03,4647.53,0
47,Male,146742.36,12228.53,Salaried,9,140200.96,36,818,0,0.3488,1,Bachelor,Mortgage,Married,Business,0,26550.76,10294.63,4265.18,0
55,Female,207211.6,17267.63,Self-Employed,25,161261.75,12,715,1,0.8325,3,PhD,Rent,Single,Business,0,97750.54,41168.74,14102.58,0
53,Female,146554.89,12212.91,Self-Employed,25,17685.69,36,808,0,0.0441,0,Bachelor,Mortgage,Single,Auto,0,0.0,2074.27,538.03,0
40,Female,225875.43,18822.95,Salaried,18,212045.05,24,806,3,0.5581,1,Master,Own,Married,Auto,0,50500.19,24917.1,9397.97,0
36,Male,9000.53,750.04,Student,0,12684.36,36,649,0,0.5698,0,Master,Mortgage,Married,Business,0,7009.19,4766.91,427.39,0
54,Male,104232.28,8686.02,Salaried,3,63505.28,36,700,1,0.2456,0,Master,Own,Divorced,Education,0,11954.92,5558.92,2019.45,0
22,Female,42397.2,3533.1,Salaried,0,3963.98,36,785,3,0.1283,3,High School,Rent,Single,Personal,0,8621.84,5536.16,120.59,0
55,Female,109020.6,9085.05,Salaried,7,19397.6,12,787,0,0.1838,2,Master,Rent,Single,Auto,0,19451.05,9535.12,1669.48,0
60,Female,69692.78,5807.73,Self-Employed,11,12708.14,48,802,0,0.0514,1,High School,Rent,Married,Auto,0,9819.04,8172.04,298.45,0
48,Female,133025.43,11085.45,Self-Employed,21,96174.87,60,673,0,0.1801,0,High School,Mortgage,Married,Auto,0,25970.13,14868.2,1996.43,0
67,Male,206786.61,17232.22,Self-Employed,23,177731.52,36,639,1,0.3696,0,Bachelor,Rent,Married,Auto,0,2343.85,2144.04,5988.48,0
59,Female,100335.52,8361.29,Salaried,23,185351.84,36,694,0,0.7049,0,High School,Own,Married,Home,0,7468.21,3975.77,5894.14,0
26,Male,6559.6,546.63,Unemployed,0,11531.99,36,581,1,0.9559,0,High School,Mortgage,Married,Business,1,8453.22,3886.45,388.56,1
29,Male,65408.06,5450.67,Salaried,0,23504.08,36,643,1,0.2047,0,High School,Mortgage,Married,Personal,0,12111.87,6683.71,791.95,0
40,Female,59046.46,4920.54,Salaried,0,29728.0,48,591,0,0.1621,2,High School,Mortgage,Single,Personal,0,23293.55,13692.2,797.53,0
21,Male,103617.26,8634.77,Salaried,0,67967.29,24,657,1,0.4097,0,Bachelor,Rent,Single,Education,0,27206.44,7136.36,3231.29,0
28,Male,78759.16,6563.26,Salaried,7,130241.85,12,694,2,1.5,0,High School,Rent,Single,Home,0,24900.33,13484.2,11389.84,0
43,Male,113282.86,9440.24,Salaried,1,187791.75,12,607,0,1.5,2,Bachelor,Mortgage,Single,Home,0,30881.75,15422.03,16773.05,0
23,Male,173280.72,14440.06,Salaried,0,678191.53,24,691,2,1.5,3,PhD,Mortgage,Single,Home,0,50823.76,27565.93,30983.01,0
24,Female,109775.18,9147.93,Salaried,2,55614.84,36,644,0,0.2048,4,Bachelor,Mortgage,Single,Personal,0,7651.96,7358.07,1873.88,0
45,Male,66866.11,5572.18,Salaried,0,14299.91,36,724,2,0.1564,2,Bachelor,Rent,Divorced,Personal,0,8399.58,5888.58,454.73,0
67,Male,190535.65,15877.97,Salaried,18,110489.13,24,834,0,0.3084,0,PhD,Mortgage,Single,Education,0,94398.32,42952.55,4896.95,0
58,Male,71989.76,5999.15,Salaried,4,47869.1,12,644,2,0.8409,0,High School,Mortgage,Single,Personal,0,15324.13,9107.75,4275.54,0
35,Male,68298.63,5691.55,Salaried,14,99239.99,24,569,2,0.9359,3,Bachelor,Mortgage,Married,Business,0,31192.59,17101.94,4954.47,0
41,Male,144709.74,12059.14,Self-Employed,19,509738.28,48,679,0,1.0519,3,Master,Rent,Married,Home,1,66497.78,26857.83,12684.86,0
55,Female,274986.98,22915.58,Salaried,23,119934.03,36,690,0,0.1664,1,Master,Rent,Married,Auto,0,75508.86,25627.36,3813.87,0
66,Male,156766.7,13063.89,Salaried,30,333768.16,48,759,2,0.6418,0,Bachelor,Rent,Married,Home,0,16052.59,9777.66,7838.55,0
34,Female,55432.67,4619.39,Self-Employed,11,35930.01,36,607,0,0.2621,0,High School,Mortgage,Married,Auto,0,22336.97,6415.97,1210.62,0
56,Female,109362.65,9113.55,Self-Employed,3,62196.33,24,728,0,0.3118,3,Master,Rent,Single,Auto,0,24409.4,16908.78,2841.42,0
32,Female,42583.84,3548.65,Self-Employed,2,20417.8,60,598,0,0.1309,0,High School,Mortgage,Single,Education,0,24945.59,13268.83,464.57,0
37,Male,144581.74,12048.48,Salaried,13,32218.7,48,678,4,0.1169,2,Bachelor,Rent,Divorced,Education,0,59142.29,15289.53,801.76,0
59,Male,243108.92,20259.08,Salaried,35,203762.3,60,746,2,0.2187,4,Bachelor,Mortgage,Single,Business,0,103472.03,40272.5,4229.77,0
29,Female,103895.32,8657.94,Salaried,2,154686.16,24,668,1,0.8872,2,Bachelor,Mortgage,Single,Home,0,29076.07,14553.5,7354.06,0
55,Female,58414.24,4867.85,Self-Employed,5,223695.3,36,744,0,1.4613,0,Bachelor,Rent,Married,Home,0,0.0,1636.0,7113.45,1
33,Female,83605.72,6967.14,Salaried,0,10321.31,36,752,1,0.0741,0,Master,Own,Single,Education,0,37469.75,17710.84,313.99,0
35,Female,55689.74,4640.81,Salaried,1,17115.85,24,723,0,0.1685,0,Bachelor,Mortgage,Married,Education,0,3401.97,4574.01,781.93,0
38,Female,34739.14,2894.93,Self-Employed,7,71975.35,48,697,1,0.6564,2,High School,Rent,Married,Home,0,5521.08,4011.24,1791.11,0
53,Female,133830.95,11152.58,Self-Employed,11,63009.96,12,680,0,0.4941,1,Bachelor,Mortgage,Divorced,Personal,0,57788.52,23909.81,5510.31,0
26,Female,69626.97,5802.25,Self-Employed,0,39278.3,24,570,1,0.4063,0,Bachelor,Mortgage,Married,Auto,1,6811.49,4088.56,1960.93,0
47,Male,100184.38,8348.7,Salaried,18,19961.17,24,771,1,0.1301,0,Bachelor,Mortgage,Single,Auto,0,45345.1,18332.22,884.69,0
43,Female,80752.75,6729.4,Salaried,0,35812.7,36,561,1,0.2429,0,Master,Rent,Divorced,Education,0,4894.61,2033.1,1294.71,0
47,Female,88902.3,7408.52,Salaried,10,30909.96,36,559,3,0.2828,4,Master,Own,Single,Education,0,37978.26,23464.06,1117.47,0
54,Male,159211.28,13267.61,Salaried,15,85688.51,60,710,0,0.1341,2,Bachelor,Mortgage,Single,Education,0,40872.48,21444.95,1778.75,0
66,Female,3439.24,286.6,Unemployed,0,12613.21,48,600,0,0.6768,0,High School,Mortgage,Married,Home,0,5644.52,2175.32,338.38,1
58,Female,153411.88,12784.32,Salaried,36,233827.98,24,715,1,0.8636,3,Bachelor,Rent,Married,Home,0,67374.73,30545.67,10682.37,0
34,Female,50738.79,4228.23,Salaried,0,27207.14,36,633,0,0.2168,2,Master,Rent,Single,Personal,0,31451.48,5255.78,916.72,0
56,Female,146080.2,12173.35,Salaried,27,211824.28,24,744,1,0.8209,2,Bachelor,Mortgage,Married,Business,0,0.0,2650.65,9677.14,0
28,Male,85480.06,7123.34,Salaried,0,46053.2,24,641,1,0.3354,2,Master,Own,Divorced,Auto,0,31296.21,7206.65,2189.45,0
55,Female,117033.79,9752.82,Salaried,7,223115.38,36,698,0,0.7275,2,Bachelor,Mortgage,Single,Business,0,62189.91,12915.7,7095.01,0
39,Female,123961.99,10330.17,Self-Employed,9,64386.7,48,632,0,0.1672,0,Bachelor,Rent,Married,Business,0,18073.62,9003.27,1727.33,0
50,Female,2386.31,198.86,Unemployed,0,2000.0,12,713,0,0.3498,1,Bachelor,Rent,Single,Personal,0,2683.71,3570.46,174.9,0
34,Male,59122.94,4926.91,Salaried,7,5697.15,12,587,1,0.1523,2,Bachelor,Mortgage,Married,Personal,0,22872.57,6012.35,508.85,0
40,Male,151699.61,12641.63,Salaried,2,31213.76,12,775,0,0.2125,0,Master,Rent,Single,Auto,0,27917.69,19112.49,2686.46,0
69,Female,121429.04,10119.09,Self-Employed,22,327206.91,48,638,0,0.8675,0,High School,Mortgage,Married,Home,0,8329.93,4129.67,8778.14,0
45,Male,83611.58,6967.63,Self-Employed,22,179510.53,24,584,0,1.2248,0,High School,Mortgage,Single,Home,0,6767.34,3519.25,8534.26,0
60,Male,55975.46,4664.62,Salaried,3,187149.57,48,678,0,0.9984,0,Bachelor,Mortgage,Married,Home,0,5383.46,5339.78,4657.22,0
